paper_name,chunk
Research paper-7.pdf,"106906. [101] Goic, M., Bozanic-Leal, M. S., Badal, M., and Basso, L. J. (2021). COVID-19: Short-term forecast of ICU beds in times of crisis. PLoS One, 16(1), e0245272. [102] Abdulkareem, K. H., Mohammed, M. A., Salim, A., Arif, M., Geman, O., Gupta, D., and Khanna, A. (2021). Realizing an eﬀective COVID-19 diagnosis system based on machine learning and IoT in smart hospital environment. IEEE Internet of Things Journal , doi: 10.1109/JIOT.2021.3050775 [103] Kivrak, M., Guldogan, E., and Colak, C. (2021). Prediction of death status on the course of treatment in SARS-CoV-2 patients with deep learning and machine learning methods. Computer Methods and Programs in Biomedicine, 105951. [104] Qian, Z., Alaa, A. M., and van der Schaar, M. (2021). CPAS: the UK’s national machine learning-based hospital capacity planning system for COVID-19. Machine Learning, 110(1), 15-35. [105] Zheng, Y. J., Yu, S. L., Yang, J. C., Gan, T. E., Song, Q., Yang, J., and Karatas, M. (2020). Intelligent optimization of diversiﬁed community prevention of COVID-19 using traditional Chinese medicine. IEEE Computational Intelligence Magazine , 15(4), 62-73. [106] Alzubaidi, M. A., Otoom, M., Otoum, N., Etoom, Y., and Banihani, R. (2021). A novel computational method for assigning weights of importance to symptoms of COVID-19 patients. Artiﬁcial Intelligence in Medicine, 102018. [107] Too, J., and Mirjalili, S. (2021). A hyper learning binary dragonﬂy algorithm for feature selection: A COVID-19 case study. Knowledge-Based Systems, 212, 106553. [108] Zou, H., and Hastie, T. (2005). Regularization and variable selection via the elastic net. Journal of the Royal Statistical Society: Series B (Statistical Methodology) , 67(2), 301-320. [109] Roda, W. C., Varughese, M. B., Han, D., and Li, M. Y. (2020). Why is it diﬃcult to accurately predict the COVID-19 epidemic? Infectious Disease Modelling, 5, 271-281. [110] Mei, X., Lee, H. C., Diao, K. Y., Huang, M., Lin,"
Research paper-7.pdf,"Statistical Society: Series B (Statistical Methodology) , 67(2), 301-320. [109] Roda, W. C., Varughese, M. B., Han, D., and Li, M. Y. (2020). Why is it diﬃcult to accurately predict the COVID-19 epidemic? Infectious Disease Modelling, 5, 271-281. [110] Mei, X., Lee, H. C., Diao, K. Y., Huang, M., Lin, B., Liu, C., ... and Bernheim, A. (2020). Artiﬁcial intelligence–enabled rapid diagnosis of patients with COVID-19. Nature Medicine , doi: https://doi.org/10.1038/s41591-020-0931-3. [111] Zhang, K., Liu, X., Shen, J., Li, Z., Sang, Y., Wu, X., ... and Ye, L. (2020). Clinically applicable AI system for accurate diagnosis, quantitative measurements, and prognosis of COVID-19 pneumonia using computed tomography. Cell, 181(6), 1423-1433.e11.[112] Shi, H., Han, X., Jiang, N., Cao, Y., Alwalid, O., Gu, J., ... and Zheng, C. (2020). Radiological ﬁndings from 81 patients with COVID-19 pneumonia in Wuhan, China: a descriptive study. The Lancet Infectious Diseases, 20(4), 425-434. [113] Lee, E. Y., Ng, M. Y., and Khong, P. L. (2020). COVID-19 pneumonia: what has CT taught us?. The Lancet Infectious Diseases, 20(4), 384-385. [114] Kang, H., Xia, L., Yan, F., Wan, Z., Shi, F., Yuan, H., ... and Shen, D. (2020). Diagnosis of coronavirus disease 2019 (COVID-19) with structured latent multi-view representation learning.IEEE Transactions on Medical Imaging, doi: 10.1109/TMI.2020.2992546. [115] Ozturk, T., Talo, M., Yildirim, E. A., Baloglu, U. B., Yildirim, O., and Acharya, U. R. (2020). Automated detection of COVID-19 cases using deep neural networks with X-ray images. Computers in Biology and Medicine , 121, 103792. [116] Khatami, A., Khosravi, A., Nguyen, T., Lim, C. P., and Nahavandi, S. (2017). Medical image analysis using wavelet transform and deep belief networks. Expert Systems with Applications , 86, 190-198. [117] Khan, A. I., Shah, J. L., and Bhat, M. M. (2020). CoroNet: A deep neural network for detection and diagnosis of COVID-19 from"
Research paper-7.pdf,"Nguyen, T., Lim, C. P., and Nahavandi, S. (2017). Medical image analysis using wavelet transform and deep belief networks. Expert Systems with Applications , 86, 190-198. [117] Khan, A. I., Shah, J. L., and Bhat, M. M. (2020). CoroNet: A deep neural network for detection and diagnosis of COVID-19 from chest X-ray images. Computer Methods and Programs in Biomedicine , 196, 105581. [118] Kooraki, S., Hosseiny, M., Myers, L., and Gholamrezanezhad, A. (2020). Coronavirus (COVID-19) out- break: what the department of radiology should know. Journal of the American College of Radiology , 17(4), 447-451. [119] Ardakani, A. A., Kanaﬁ, A. R., Acharya, U. R., Khadem, N., and Mohammadi, A. (2020). Application of deep learning technique to manage COVID-19 in routine clinical practice using CT images: results of 10 convolutional neural networks. Computers in Biology and Medicine , 121, 103795. [120] Oh, Y., Park, S., and Ye, J. C. (2020). Deep learning COVID-19 features on CXR using limited training data sets. IEEE Transactions on Medical Imaging , doi: 10.1109/TMI.2020.2993291. [121] Pereira, R. M., Bertolini, D., Teixeira, L. O., Silla Jr, C. N., and Costa, Y. M. (2020). COVID-19 identiﬁcation in chest X-ray images on ﬂat and hierarchical classiﬁcation scenarios. Computer Methods and Programs in Biomedicine, 194, 105532. [122] Fan, D. P., Zhou, T., Ji, G. P., Zhou, Y., Chen, G., Fu, H., ... and Shao, L. (2020). Inf-Net: automatic COVID-19 lung infection segmentation from CT images. IEEE Transactions on Medical Imaging, doi: 10.1109/TMI.2020.2996645. [123] Brunese, L., Mercaldo, F., Reginelli, A., and Santone, A. (2020). Explainable deep learning for pul- monary disease and coronavirus COVID-19 detection from X-rays. Computer Methods and Programs in Biomedicine, 196, 105608. [124] Waheed, A., Goyal, M., Gupta, D., Khanna, A., Al-Turjman, F., and Pinheiro, P. R. (2020). CovidGAN: data augmentation using auxiliary classiﬁer GAN for improved COVID-19"
Research paper-7.pdf,"Santone, A. (2020). Explainable deep learning for pul- monary disease and coronavirus COVID-19 detection from X-rays. Computer Methods and Programs in Biomedicine, 196, 105608. [124] Waheed, A., Goyal, M., Gupta, D., Khanna, A., Al-Turjman, F., and Pinheiro, P. R. (2020). CovidGAN: data augmentation using auxiliary classiﬁer GAN for improved COVID-19 detection.IEEE Access, 8, 91916-91923. [125] Abdel-Basset, M., Mohamed, R., Elhoseny, M., Chakrabortty, R. K., and Ryan, M. (2020). A hy- brid COVID-19 detection model using an improved marine predators algorithm and a ranking-based diversity reduction strategy. IEEE Access, 8, 79521-79540. [126] Shi, F., Wang, J., Shi, J., Wu, Z., Wang, Q., Tang, Z., ... and Shen, D. (2020). Review of artiﬁcial intelligence techniques in imaging data acquisition, segmentation and diagnosis for COVID-19. IEEE Reviews in Biomedical Engineering, doi: 10.1109/RBME.2020.2987975. [127] Chen, J., Wu, L., Zhang, J., Zhang, L., Gong, D., Zhao, Y., ... & Yu, H. (2020). Deep learning- based model for detecting 2019 novel coronavirus pneumonia on high-resolution computed tomography. Scientiﬁc Reports, 10, 19196.[128] Agarwal, M., Saba, L., Gupta, S. K., Carriero, A., Falaschi, Z., Pasch` e, A., ... and Suri, J. S. (2021). A novel block imaging technique using nine artiﬁcial intelligence models for COVID-19 disease classi- ﬁcation, characterization and severity measurement in lung computed tomography scans on an Italian cohort. Journal of Medical Systems , 45(3), 1-30. [129] Zhang, R., Tie, X., Qi, Z., Bevins, N. B., Zhang, C., Griner, D., ... and Chen, G. H. (2021). Diagnosis of coronavirus disease 2019 pneumonia by using chest radiography: Value of artiﬁcial intelligence. Radiology, 298(2), E88. [130] Abbas, A., Abdelsamea, M. M., and Gaber, M. M. (2021). Classiﬁcation of COVID-19 in chest X-ray images using DeTraC deep convolutional neural network. Applied Intelligence, 51(2), 854-864. [131] Nayak, S. R., Nayak, D. R., Sinha, U., Arora, V., and Pachori, R. B."
Research paper-7.pdf,"Value of artiﬁcial intelligence. Radiology, 298(2), E88. [130] Abbas, A., Abdelsamea, M. M., and Gaber, M. M. (2021). Classiﬁcation of COVID-19 in chest X-ray images using DeTraC deep convolutional neural network. Applied Intelligence, 51(2), 854-864. [131] Nayak, S. R., Nayak, D. R., Sinha, U., Arora, V., and Pachori, R. B. (2021). Application of deep learning techniques for detection of COVID-19 cases using chest X-ray images: A comprehensive study. Biomedical Signal Processing and Control, 64, 102365. [132] Chen, X., Yao, L., Zhou, T., Dong, J., and Zhang, Y. (2021). Momentum contrastive learning for few-shot COVID-19 diagnosis from chest CT images. Pattern Recognition, 107826. [133] Ismael, A. M., and S ¸eng¨ ur, A. (2021). Deep learning approaches for COVID-19 detection based on chest X-ray images. Expert Systems with Applications , 164, 114054. [134] Pan, F., Li, L., Liu, B., Ye, T., Li, L., Liu, D., ... and Zheng, C. (2021). A novel deep learning-based quantiﬁcation of serial chest computed tomography in coronavirus disease 2019 (COVID-19). Scientiﬁc Reports, 11, 417. [135] Aslan, M. F., Unlersen, M. F., Sabanci, K., and Durdu, A. (2021). CNN-based transfer learn- ing–BiLSTM network: A novel approach for COVID-19 infection detection. Applied Soft Computing , 98, 106912. [136] Wang, S. H., Govindaraj, V. V., G´ orriz, J. M., Zhang, X., and Zhang, Y. D. (2021). COVID-19 classiﬁcation by FGCNet with deep feature fusion from graph convolutional network and convolutional neural network. Information Fusion, 67, 208-229. [137] Gao, K., Su, J., Jiang, Z., Zeng, L. L., Feng, Z., Shen, H., ... and Hu, D. (2021). Dual-branch combi- nation network (DCN): Towards accurate diagnosis and lesion segmentation of COVID-19 using CT images. Medical Image Analysis, 67, 101836. [138] Singh, R. K., Pandey, R., and Babu, R. N. (2021). COVIDScreen: Explainable deep learning framework for diﬀerential diagnosis of COVID-19 using chest X-rays."
Research paper-7.pdf,"... and Hu, D. (2021). Dual-branch combi- nation network (DCN): Towards accurate diagnosis and lesion segmentation of COVID-19 using CT images. Medical Image Analysis, 67, 101836. [138] Singh, R. K., Pandey, R., and Babu, R. N. (2021). COVIDScreen: Explainable deep learning framework for diﬀerential diagnosis of COVID-19 using chest X-rays. Neural Computing and Applications , 1-22. [139] Varela-Santos, S., and Melin, P. (2021). A new approach for classifying coronavirus COVID-19 based on its manifestation on chest X-rays using texture features and neural networks. Information Sciences, 545, 403-414. [140] Suri, J. S., Agarwal, S., Gupta, S. K., Puvvula, A., Biswas, M., Saba, L., ... and Naidu, S. (2021). A narrative review on characterization of acute respiratory distress syndrome in COVID-19-infected lungs using artiﬁcial intelligence. Computers in Biology and Medicine , 104210. [141] Li, J., Zhao, G., Tao, Y., Zhai, P., Chen, H., He, H., and Cai, T. (2021). Multi-task contrastive learning for automatic CT and X-ray diagnosis of COVID-19. Pattern Recognition, 107848. [142] Wang, B., Jin, S., Yan, Q., Xu, H., Luo, C., Wei, L., ... and Dong, J. (2021). AI-assisted CT imaging analysis for COVID-19 screening: Building and deploying a medical AI system.Applied Soft Computing, 98, 106897. [143] Tuncer, T., Ozyurt, F., Dogan, S., and Subasi, A. (2021). A novel COVID-19 and pneumonia classiﬁ- cation method based on F-transform. Chemometrics and Intelligent Laboratory Systems , 104256.[144] Chandra, T. B., Verma, K., Singh, B. K., Jain, D., and Netam, S. S. (2021). Coronavirus disease (COVID-19) detection in chest X-Ray images using majority voting based classiﬁer ensemble. Expert Systems with Applications , 165, 113909. [145] Qiu, D., Cheng, Y., Wang, X., and Zhang, X. (2021). Multi-window back-projection residual net- works for reconstructing COVID-19 CT super-resolution images. Computer Methods and Programs in Biomedicine, 105934. [146] Karakanis, S., and Leontidis, G. (2021). Lightweight deep"
Research paper-7.pdf,"majority voting based classiﬁer ensemble. Expert Systems with Applications , 165, 113909. [145] Qiu, D., Cheng, Y., Wang, X., and Zhang, X. (2021). Multi-window back-projection residual net- works for reconstructing COVID-19 CT super-resolution images. Computer Methods and Programs in Biomedicine, 105934. [146] Karakanis, S., and Leontidis, G. (2021). Lightweight deep learning models for detecting COVID-19 from chest X-ray images. Computers in Biology and Medicine , 130, 104181. [147] Laradji, I., Rodriguez, P., Manas, O., Lensink, K., Law, M., Kurzman, L., ... and Nowrouzezahrai, D. (2021). A weakly supervised consistency-based learning method for COVID-19 segmentation in CT images. In Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision (pp. 2453-2462). [148] Chassagnon, G., Vakalopoulou, M., Battistella, E., Christodoulidis, S., Hoang-Thi, T. N., Dangeard, S., ... and Paragios, N. (2021). AI-driven quantiﬁcation, staging and outcome prediction of COVID-19 pneumonia. Medical Image Analysis, 67, 101860. [149] Lassau, N., Ammari, S., Chouzenoux, E., Gortais, H., Herent, P., Devilder, M., ... and Blum, M. G. (2021). Integrating deep learning CT-scan model, biological and clinical variables to predict severity of COVID-19 patients. Nature Communications, 12(1), 1-11. [150] Sedik, A., Hammad, M., Abd El-Samie, F. E., Gupta, B. B., and Abd El-Latif, A. A. (2021). Eﬃ- cient deep learning approach for augmented detection of coronavirus disease. Neural Computing and Applications, doi: https://doi.org/10.1007/s00521-020-05410-8. [151] Zhou, Y., Huang, W., Dong, P., Xia, Y., & Wang, S. (2021). D-UNet: a dimension-fusion U shape network for chronic stroke lesion segmentation. IEEE/ACM Transactions on Computational Biology and Bioinformatics, 18(3), 940-950. [152] Li, Y., & He, X. (2021, September). COVID-19 detection in chest radiograph based on YOLO v5. In 2021 IEEE International Conference on Computer Science, Electronic Information Engineering and Intelligent Control Technology (CEI) (pp. 344-347). IEEE. [153] Zeiler, M. D., and Fergus, R. (2014, September). Visualizing and understanding convolutional networks."
Research paper-7.pdf,"[152] Li, Y., & He, X. (2021, September). COVID-19 detection in chest radiograph based on YOLO v5. In 2021 IEEE International Conference on Computer Science, Electronic Information Engineering and Intelligent Control Technology (CEI) (pp. 344-347). IEEE. [153] Zeiler, M. D., and Fergus, R. (2014, September). Visualizing and understanding convolutional networks. In European Conference on Computer Vision (pp. 818-833). Springer, Cham. [154] Hossain, M. S., Muhammad, G., & Guizani, N. (2020). Explainable AI and mass surveillance system- based healthcare framework to combat COVID-I9 like pandemics. IEEE Network, 34(4), 126-132. [155] Saponara, S., Elhanashi, A., & Gagliardi, A. (2021). Implementing a real-time, AI-based, people detec- tion and social distancing measuring system for COVID-19. Journal of Real-Time Image Processing , doi: https://doi.org/10.1007/s11554-021-01070-6. [156] Shorfuzzaman, M., Hossain, M. S., & Alhamid, M. F. (2021). Towards the sustainable development of smart cities through mass video surveillance: A response to the COVID-19 pandemic. Sustainable Cities and Society , 64, 102582. [157] Tanis, C. C., Leach, N. M., Geiger, S. J., Nauta, F. H., Dablander, F., van Harreveld, F., ... & Blanken, T. F. (2021). Smart Distance Lab’s art fair, experimental data on social distancing during the COVID-19 pandemic. Scientiﬁc Data, 8, 179. [158] Varghese, E. B., & Thampi, S. M. (2021). A multimodal deep fusion graph framework to detect social distancing violations and FCGs in pandemic surveillance. Engineering Applications of Artiﬁcial Intelligence, 103, 104305. [159] Ahmed, I., Ahmad, M., Rodrigues, J. J., Jeon, G., & Din, S. (2021). A deep learning-based social distance monitoring framework for COVID-19. Sustainable Cities and Society , 65, 102571.[160] Loey, M., Manogaran, G., Taha, M. H. N., and Khalifa, N. E. M. (2021). A hybrid deep transfer learning model with machine learning methods for face mask detection in the era of the COVID-19 pandemic. Measurement, 167, 108288. [161] Nguyen, D., Gao,"
Research paper-7.pdf,"COVID-19. Sustainable Cities and Society , 65, 102571.[160] Loey, M., Manogaran, G., Taha, M. H. N., and Khalifa, N. E. M. (2021). A hybrid deep transfer learning model with machine learning methods for face mask detection in the era of the COVID-19 pandemic. Measurement, 167, 108288. [161] Nguyen, D., Gao, K., Chen, J., Wang, R., and Wei, G. (2020). Potentially highly potent drugs for 2019-nCoV. bioRxiv, doi: https://doi.org/10.1101/2020.02.05.936013. [162] Nguyen, D. D., Gao, K., Wang, M., and Wei, G. W. (2020). MathDL: mathematical deep learning for D3R Grand Challenge 4. Journal of Computer-Aided Molecular Design , 34(2), 131-147. [163] Tang, B., He, F., Liu, D., Fang, M., Wu, Z., and Xu, D. (2020). AI-aided design of novel targeted covalent inhibitors against SARS-CoV-2. bioRxiv, doi: https://doi.org/10.1101/2020.03.03.972133. [164] Bung, N., Krishnan, S. R., Bulusu, G., & Roy, A. (2021). De novo design of new chemical entities for SARS-CoV-2 using artiﬁcial intelligence. Future Medicinal Chemistry, 13(06), 575-585. [165] Robson, B. (2020). Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus. Computers in Biology and Medicine , 119, 103670. [166] Li, X., Yu, J., Zhang, Z., Ren, J., Peluﬀo, A. E., Zhang, W., ... & Wang, W. (2021). Network bioin- formatics analysis provides insight into drug repurposing for COVID-19. Medicine in Drug Discovery , 10, 100090. [167] Ong, E., Wong, M. U., Huﬀman, A., & He, Y. (2020). COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning. Frontiers in Immunology, 11, 1581. [168] Fleming, N. (2018). How artiﬁcial intelligence is changing drug discovery. Nature, 557(7706), S55-S55. [169] Yang, Z., Bogdan, P. and Nazarian, S. (2021). An in silico deep learning approach to multi-epitope vaccine design: a SARS-CoV-2 case study. Scientiﬁc Reports, 11, 3238. [170] Delijewski, M., and"
Research paper-7.pdf,"Frontiers in Immunology, 11, 1581. [168] Fleming, N. (2018). How artiﬁcial intelligence is changing drug discovery. Nature, 557(7706), S55-S55. [169] Yang, Z., Bogdan, P. and Nazarian, S. (2021). An in silico deep learning approach to multi-epitope vaccine design: a SARS-CoV-2 case study. Scientiﬁc Reports, 11, 3238. [170] Delijewski, M., and Haneczok, J. (2021). AI drug discovery screening for COVID-19 reveals zaﬁrlukast as a repurposing candidate. Medicine in Drug Discovery , 9, 100077. [171] Ge, Y., Tian, T., Huang, S., Wan, F., Li, J., Li, S., ... & Zeng, J. (2021). An integrative drug reposi- tioning framework discovered a potential therapeutic agent targeting COVID-19. Signal Transduction and Targeted Therapy, 6, 165. [172] Yang, G. Z., Nelson, B. J., Murphy, R. R., Choset, H., Christensen, H., Collins, S. H., ... and Kragic, D. (2020). Combating COVID-19-The role of robotics in managing public health and infectious diseases. Science Robotics, 5(40), eabb5589. [173] Alsamhi, S. H., Lee, B., Guizani, M., Kumar, N., Qiao, Y., & Liu, X. (2021). Blockchain for decen- tralized multi-drone to combat COVID-19 and future pandemics: framework and proposed solutions. Transactions on Emerging Telecommunications Technologies, 32(9), e4255. [174] Zeng, Z., Chen, P. J., & Lew, A. A. (2020). From high-touch to high-tech: COVID-19 drives robotics adoption. Tourism Geographies, 22(3), 724-734. [175] Tavakoli, M., Carriere, J., and Torabi, A. (2020). Robotics, smart wearable technologies, and au- tonomous intelligent systems for healthcare during the COVID-19 pandemic: An analysis of the state of the art and future vision. Advanced Intelligent Systems, 2(7), 2000071. [176] Kumar, A., Sharma, K., Singh, H., Naugriya, S. G., Gill, S. S., and Buyya, R. (2021). A drone- based networked system and methods for combating coronavirus disease (COVID-19) pandemic.Future Generation Computer Systems , 115, 1-19. [177] Nguyen, T. T., Nguyen, N. D., and Nahavandi, S. (2020). Deep reinforcement learning for"
Research paper-7.pdf,"Kumar, A., Sharma, K., Singh, H., Naugriya, S. G., Gill, S. S., and Buyya, R. (2021). A drone- based networked system and methods for combating coronavirus disease (COVID-19) pandemic.Future Generation Computer Systems , 115, 1-19. [177] Nguyen, T. T., Nguyen, N. D., and Nahavandi, S. (2020). Deep reinforcement learning for multiagent systems: A review of challenges, solutions, and applications. IEEE Transactions on Cybernetics , doi: 10.1109/TCYB.2020.2977374.[178] Zhuang, L., Zhang, Z., & Wang, L. (2020). The automatic segmentation of residential solar panels based on satellite images: A cross learning driven U-Net method. Applied Soft Computing, 92, 106283. [179] Di Mauro, D., Furnari, A., Patan` e, G., Battiato, S., & Farinella, G. M. (2019). Estimating the occu- pancy status of parking areas by counting cars and non-empty stalls.Journal of Visual Communication and Image Representation, 62, 234-244. [180] Bogoch, I. I., Brady, O. J., Kraemer, M. U., German, M., Creatore, M. I., Kulkarni, M. A., ... and Watts, A. (2016). Anticipating the international spread of Zika virus from Brazil. Lancet, 387(10016), 335-336. [181] Bogoch, I. I., Watts, A., Thomas-Bachli, A., Huber, C., Kraemer, M. U., and Khan, K. (2020). Pneumonia of unknown aetiology in Wuhan, China: potential for international spread via commercial air travel. Journal of Travel Medicine, 27(2), taaa008. [182] Metabiota (2020). Metabiota Epidemic Tracker. Available at: https://www.epidemictracker.com/. [183] HealthMap (2020). Contagious Disease Surveillance. Available at: https://healthmap.org/en/. [184] Rashid, M. T., and Wang, D. (2021). CovidSens: a vision on reliable social sensing for COVID-19. Artiﬁcial Intelligence Review, 54(1), 1-25. [185] Abd-Alrazaq, A., Alhuwail, D., Househ, M., Hamdi, M., and Shah, Z. (2020). Top concerns of tweeters during the COVID-19 pandemic: infoveillance study. Journal of Medical Internet Research , 22(4), e19016. [186] Li, S., Wang, Y., Xue, J., Zhao, N., and Zhu, T. (2020). The impact of COVID-19 epidemic declaration on psychological consequences:"
Research paper-7.pdf,"Alhuwail, D., Househ, M., Hamdi, M., and Shah, Z. (2020). Top concerns of tweeters during the COVID-19 pandemic: infoveillance study. Journal of Medical Internet Research , 22(4), e19016. [186] Li, S., Wang, Y., Xue, J., Zhao, N., and Zhu, T. (2020). The impact of COVID-19 epidemic declaration on psychological consequences: a study on active Weibo users. International Journal of Environmental Research and Public Health, 17(6), 2032. [187] Torales, J., O’Higgins, M., Castaldelli-Maia, J. M., and Ventriglio, A. (2020). The outbreak of COVID- 19 coronavirus and its impact on global mental health. International Journal of Social Psychiatry , 66(4), 317-320. [188] Jang, H., Rempel, E., Roth, D., Carenini, G., & Janjua, N. Z. (2021). Tracking COVID-19 discourse on twitter in North America: Infodemiology study using topic modeling and aspect-based sentiment analysis. Journal of Medical Internet Research , 23(2), e25431. [189] Joshi, B. P., Bakrola, V. D., Shah, P., and Krishnamurthy, R. (2020). deepMINE- Natural language processing based automatic literature mining and research summarization for early stage comprehension in pandemic situations speciﬁcally for COVID-19. bioRxiv, doi: https://doi.org/10.1101/2020.03.30.014555. [190] Awasthi, R., Pal, R., Singh, P., Nagori, A., Reddy, S., Gulati, A., ... and Sethi, T. (2020). CovidNLP: A Web application for distilling systemic implications of COVID-19 pandemic with natural language processing. medRxiv, doi: https://doi.org/10.1101/2020.04.25.20079129. [191] Dong, M., Cao, X., Liang, M., Li, L., Liang, H., and Liu, G. (2020). Understand research hotspots surrounding COVID-19 and other coronavirus infections using topic modeling. medRxiv, doi: https://doi.org/10.1101/2020.03.26.20044164. [192] Tworowski, D., Gorohovski, A., Mukherjee, S., Carmi, G., Levy, E., Detroja, R., ... & Frenkel- Morgenstern, M. (2021). COVID19 Drug Repository: text-mining the literature in search of putative COVID19 therapeutics. Nucleic Acids Research, 49(D1), D1113-D1121. [193] Ulm, J. W., & Nelson, S. F. (2021). COVID-19 drug repurposing: Summary statistics on current clinical trials and promising untested candidates. Transboundary"
Research paper-7.pdf,"Levy, E., Detroja, R., ... & Frenkel- Morgenstern, M. (2021). COVID19 Drug Repository: text-mining the literature in search of putative COVID19 therapeutics. Nucleic Acids Research, 49(D1), D1113-D1121. [193] Ulm, J. W., & Nelson, S. F. (2021). COVID-19 drug repurposing: Summary statistics on current clinical trials and promising untested candidates. Transboundary and Emerging Diseases, 68(2), 313-317. [194] Ahamed, S., and Samad, M. (2020). Information mining for COVID-19 research from a large volume of scientiﬁc literature. arXiv preprint arXiv:2004.02085.[195] Maroli, N., Bhasuran, B., Natarajan, J., & Kolandaivel, P. (2020). The potential role of pro- cyanidin as a therapeutic agent against SARS-CoV-2: a text mining, molecular docking and molecular dynamics simulation approach. Journal of Biomolecular Structure and Dynamics , doi: 10.1080/07391102.2020.1823887. [196] Duran-Frigola, M., Bertoni, M., Blanco, R., Mart´ ınez, V., Pauls, E., Alcalde, V., ... & Aloy, P. (2020). Bioactivity proﬁle similarities to expand the repertoire of COVID-19 drugs.Journal of Chemical Information and Modeling , 60(12), 5730-5734. [197] Martin, A., Nateqi, J., Gruarin, S., Munsch, N., Abdarahmane, I., Zobel, M., & Knapp, B. (2020). An artiﬁcial intelligence-based ﬁrst-line defence against COVID-19: digitally screening citizens for risks via a chatbot. Scientiﬁc Reports, 10, 19012. [198] WHO and Facebook (2020). WHO Health Alert’s Facebook Messenger Chatbot. Available at: https://m.me/who. [199] WHO and Rakuten Viber (2020). WHO Viber Interactive Chatbot. Available at: https://vb.me/82e535. [200] WHO and WhatsApp (2020). WHO’s Health Alert on WhatsApp. Available at: http://bit.ly/who- covid19-whatsapp. [201] UNICEF’s Europe and Central Asia Regional Oﬃce and the WHO Regional Oﬃce for Europe (2020). HealthBuddy. Available at: https://healthbuddy.info/. [202] IBM (2020). IBM Watson Assistant for Citizens. Available at: https://www.ibm.com/au- en/watson/covid-response. [203] Chatbot and Infermedica (2020). COVID-19 Risk Assessment Chatbot. Available at: https://www.chatbot.com/covid19-chatbot/. [204] Barhead (2020). Rona (COVID-19 Bot). Available at: https://barhead.com/technology/rona/. [205] Health Service Executive Ireland (2020). COVID 19 Chat Bot. Available at: https://www.hse.ie/chatbot/covid/chatiframe.aspx. [206] Roberts,"
Research paper-7.pdf,"at: https://healthbuddy.info/. [202] IBM (2020). IBM Watson Assistant for Citizens. Available at: https://www.ibm.com/au- en/watson/covid-response. [203] Chatbot and Infermedica (2020). COVID-19 Risk Assessment Chatbot. Available at: https://www.chatbot.com/covid19-chatbot/. [204] Barhead (2020). Rona (COVID-19 Bot). Available at: https://barhead.com/technology/rona/. [205] Health Service Executive Ireland (2020). COVID 19 Chat Bot. Available at: https://www.hse.ie/chatbot/covid/chatiframe.aspx. [206] Roberts, M., Driggs, D., Thorpe, M., Gilbey, J., Yeung, M., Ursprung, S., ... & Sch¨ onlieb, C. B. (2021). Common pitfalls and recommendations for using machine learning to detect and prognosticate for COVID-19 using chest radiographs and CT scans. Nature Machine Intelligence , 3(3), 199-217. [207] Razavian, N., Major, V. J., Sudarshan, M., Burk-Rafel, J., Stella, P., Randhawa, H., ... & Aphinyanaphongs, Y. (2020). A validated, real-time prediction model for favorable outcomes in hospi- talized COVID-19 patients. npj Digital Medicine , 3(1), 1-13. [208] Schwab, P., Mehrjou, A., Parbhoo, S., Celi, L. A., Hetzel, J., Hofer, M., ... & Bauer, S. (2021). Real-time prediction of COVID-19 related mortality using electronic health records. Nature Communications, 12(1), 1-16. [209] Roimi, M., Gutman, R., Somer, J., Ben Arie, A., Calman, I., Bar-Lavie, Y., ... & Shalit, U. (2021). Development and validation of a machine learning model predicting illness trajectory and hospital utilization of COVID-19 patients: A nationwide study. Journal of the American Medical Informatics Association, 28(6), 1188-1196. [210] Zheng, Y., Zhu, Y., Ji, M., Wang, R., Liu, X., Zhang, M., ... & Ma, S. (2020). A learning-based model to evaluate hospitalization priority in COVID-19 pandemics. Patterns, 1(6), 100092. [211] Heldt, F. S., Vizcaychipi, M. P., Peacock, S., Cinelli, M., McLachlan, L., Andreotti, F., ... & Khan, R. T. (2021). Early risk assessment for COVID-19 patients from emergency department data using machine learning. Scientiﬁc Reports, 11(1), 1-13.[212] Sun, C., Hong, S., Song, M., Li, H., & Wang, Z. (2021). Predicting COVID-19 disease progression and patient"
